,ward,borough,%_english_is_first_language_of_no_one_in_household_2011,median_house_price_2014,median_household_income_estimate_2012_13,male_life_expectancy_2009_13,female_life_expectancy_2009_13,%_area_that_is_open_space_2014,%_travel_by_bicycle_to_work_2011,turnout_at_mayoral_election_2012,crime_rate_2014_15,%_bame_2011,%_all_older_people_aged_65_2015,%_homes_with_good_access_to_nature,%_homes_with_deficiency_in_access_to_nature,female_life_expectancy_normalised,male_life_expectancy_normalised,median_household_income_estimate_2012_13_log
581,E05000606,Waltham Forest,19.0,324000.0,33780.0,80.0,82.3,30.9,3.3,33.3,72.3,58.2,7.8,0.0,100.0,0.977494213667926,1.0028063310184956,10.427624190361792
582,E05000607,Waltham Forest,7.9,285000.0,34250.0,80.3,85.3,17.6,1.8,32.0,104.1,38.4,13.8,80.0,20.0,1.0131258374954324,1.006566854759815,10.441441843690372
583,E05000608,Waltham Forest,16.9,351625.0,35070.0,76.3,84.5,5.3,3.7,36.8,55.6,51.8,8.2,8.0,92.0,1.0036240711414308,0.9564265382088901,10.465101343134224
584,E05000609,Waltham Forest,14.4,387500.0,35130.0,77.8,82.6,34.4,3.7,36.7,74.0,50.4,9.3,96.0,4.0,0.9810573760506766,0.975229156915487,10.466810745259872
585,E05000610,Wandsworth,6.5,595000.0,53420.0,83.3,85.6,11.8,7.9,37.8,78.0,19.4,8.4,100.0,0.0,1.016688999878183,1.0441720921730084,10.885940486663952
586,E05000611,Wandsworth,8.3,496500.0,46410.0,79.0,83.6,44.9,7.1,38.1,53.7,27.6,7.5,100.0,0.0,0.9929345839931788,0.9902712518807644,10.745270232235221
587,E05000612,Wandsworth,8.2,541000.0,44360.0,78.3,85.1,16.5,6.5,34.7,66.1,27.7,6.6,92.0,8.0,1.010750395906932,0.9814966964843526,10.700093441464304
588,E05000613,Wandsworth,9.3,534000.0,49010.0,79.6,86.6,11.0,7.1,34.3,42.6,20.6,11.1,59.0,41.0,1.0285662078206852,0.9977922993634031,10.799779637903594
589,E05000614,Wandsworth,7.1,500000.0,48590.0,79.5,81.7,11.1,7.7,34.1,83.6,22.1,7.2,83.0,17.0,0.9703678889024248,0.99653879144963,10.79117302739995
590,E05000615,Wandsworth,12.9,410000.0,38240.0,81.2,83.4,19.3,7.2,39.9,58.6,43.1,9.9,87.0,13.0,0.9905591424046785,1.017848425983773,10.551637367165338
591,E05000616,Wandsworth,14.4,440000.0,37960.0,79.7,84.1,2.6,5.5,36.3,100.2,46.4,9.1,100.0,0.0,0.9988731879644298,0.9990458072771763,10.544288252723865
592,E05000617,Wandsworth,11.5,398500.0,34990.0,76.0,83.6,12.7,7.0,32.7,74.6,44.5,8.9,57.0,43.0,0.9929345839931788,0.9526660144675708,10.462817585361734
593,E05000618,Wandsworth,6.7,595000.0,50790.0,77.7,80.9,9.6,8.4,39.5,64.5,21.4,9.1,100.0,0.0,0.9608661225484231,0.9739756490017139,10.83545476379529
594,E05000619,Wandsworth,5.7,795000.0,55810.0,82.4,87.1,34.5,8.8,37.6,101.6,14.9,6.6,100.0,0.0,1.0345048117919362,1.0328905209490504,10.92970834378248
595,E05000620,Wandsworth,15.4,630000.0,39580.0,78.2,86.2,38.5,8.6,31.8,74.8,35.7,7.4,89.0,11.0,1.0238153246436843,0.9802431885705795,10.586079219156558
596,E05000621,Wandsworth,15.5,374950.0,30320.0,77.0,82.1,70.6,4.8,25.3,83.5,34.5,9.3,100.0,0.0,0.9751187720794255,0.965201093605302,10.319562839756308
597,E05000622,Wandsworth,11.3,530000.0,44720.0,75.7,81.7,26.9,9.6,32.3,76.6,28.2,10.5,82.0,18.0,0.9703678889024248,0.9489054907262515,10.708176107828981
598,E05000623,Wandsworth,5.7,700000.0,50410.0,78.9,84.1,2.1,9.2,33.7,79.8,18.8,8.3,100.0,0.0,0.9988731879644298,0.9890177439669914,10.827944847076676
599,E05000624,Wandsworth,9.0,515250.0,48160.0,80.3,85.9,18.1,7.3,37.2,69.4,24.4,8.5,90.0,10.0,1.0202521622609337,1.006566854759815,10.782284079982702
600,E05000625,Wandsworth,5.8,700000.0,55380.0,81.8,89.9,34.5,8.6,39.7,96.2,12.3,10.0,84.0,16.0,1.0677609940309423,1.0253694734664116,10.921973796724952
601,E05000626,Wandsworth,15.2,440500.0,36000.0,79.2,82.9,33.7,4.3,36.4,77.6,52.7,9.1,93.0,7.0,0.9846205384334273,0.9927782677083107,10.491274217438248
602,E05000627,Wandsworth,4.5,568000.0,51420.0,79.4,81.9,48.2,9.3,42.4,58.8,17.8,8.2,99.0,1.0,0.9727433304909252,0.9952852835358569,10.84778248081988
603,E05000628,Wandsworth,13.5,395000.0,40360.0,78.4,81.3,31.9,4.9,32.8,38.0,31.7,9.3,96.0,4.0,0.9656170057254239,0.9827502043981258,10.605594474467546
604,E05000629,Wandsworth,9.5,497800.0,43280.0,79.2,82.7,20.0,7.2,34.4,51.3,22.9,12.9,100.0,0.0,0.9822450968449269,0.9927782677083107,10.675445913520363
605,E05000630,Westminster,20.4,750000.0,52200.0,86.1,89.5,7.2,3.1,34.4,45.8,35.4,14.2,57.0,43.0,1.0630101108539414,1.079270313758656,10.86283777387073
606,E05000631,Westminster,23.9,850000.0,49960.0,84.0,85.7,3.8,6.3,32.7,106.3,31.1,10.6,95.0,5.0,1.0178767206724333,1.0529466475694205,10.818977964239513
607,E05000632,Westminster,28.8,975000.0,51370.0,85.2,86.4,2.1,4.8,30.8,170.5,37.2,10.8,100.0,0.0,1.026190766232185,1.0679887425346979,10.846809623461313
608,E05000633,Westminster,17.4,1100000.0,39530.0,79.5,85.9,22.2,5.4,38.6,107.6,39.4,11.9,90.0,10.0,1.0202521622609337,0.99653879144963,10.58481515629073
609,E05000634,Westminster,27.2,440000.0,26290.0,79.1,82.6,7.6,4.0,35.2,80.9,61.7,13.8,88.0,12.0,0.9810573760506766,0.9915247597945375,10.176943917723927
610,E05000635,Westminster,17.9,499950.0,35000.0,76.1,85.4,3.0,6.6,33.9,67.1,49.0,8.5,100.0,0.0,1.0143135582896827,0.9539195223813438,10.46310334047155
611,E05000636,Westminster,34.1,850000.0,46880.0,81.2,85.9,8.9,4.6,29.1,152.6,44.7,9.7,95.0,5.0,1.0202521622609337,1.017848425983773,10.755346424250893
612,E05000637,Westminster,23.9,3500000.0,88330.0,89.1,91.6,69.1,2.9,28.1,177.1,30.4,13.7,100.0,0.0,1.0879522475331957,1.1168755511718493,11.388835079739177
613,E05000638,Westminster,32.2,895000.0,49290.0,84.0,87.3,8.6,6.0,27.4,150.4,33.7,8.4,100.0,0.0,1.0368802533804367,1.0529466475694205,10.805476499699424
614,E05000639,Westminster,19.9,870000.0,48770.0,80.4,85.4,15.4,4.6,35.7,74.8,35.6,10.7,18.0,82.0,1.0143135582896827,1.0078203626735882,10.794870648704098
615,E05000640,Westminster,15.2,773000.0,45660.0,80.9,86.0,27.2,5.3,33.8,59.0,37.6,9.2,22.0,78.0,1.0214398830551839,1.0140879022424538,10.728977920083787
616,E05000641,Westminster,21.8,1090000.0,58370.0,84.5,85.6,6.1,4.4,33.0,302.4,27.8,11.3,99.0,1.0,1.016688999878183,1.0592141871382859,10.974557338197837
617,E05000642,Westminster,15.2,545000.0,32260.0,77.0,82.6,4.4,6.1,35.9,62.2,52.6,9.9,100.0,0.0,0.9810573760506766,0.965201093605302,10.3815833516792
618,E05000643,Westminster,23.7,942500.0,46510.0,84.1,86.7,62.2,3.5,31.4,66.6,43.7,16.0,98.0,2.0,1.0297539286149355,1.0542001554831935,10.747422622218142
619,E05000644,Westminster,20.0,1262500.0,52520.0,83.5,85.9,30.7,3.6,31.5,990.0,28.8,11.2,0.0,100.0,1.0202521622609337,1.0466791080005549,10.868949328416733
620,E05000645,Westminster,15.1,715650.0,47340.0,83.3,84.3,32.4,5.9,40.2,57.7,21.8,14.9,0.0,100.0,1.0012486295529304,1.0441720921730084,10.765110883067974
621,E05000646,Westminster,17.0,840000.0,46550.0,80.0,85.1,26.4,4.3,37.8,82.4,29.3,12.6,59.0,41.0,1.010750395906932,1.0028063310184956,10.748282282705214
622,E05000647,Westminster,15.9,857250.0,50250.0,80.7,88.5,4.0,5.9,36.8,138.1,24.0,12.1,69.0,31.0,1.0511329029114393,1.0115808864149074,10.824765825921322
623,E05000648,Westminster,24.1,499975.0,32390.0,75.1,81.6,19.2,5.1,29.6,75.5,52.8,9.0,87.0,13.0,0.9691801681081744,0.9413844432436127,10.385605012165374
624,E05000649,Westminster,24.2,1487500.0,54970.0,82.1,84.1,3.9,3.4,29.7,1212.1,32.4,11.6,86.0,14.0,0.9988731879644298,1.029129997207731,10.914542860854706
